left,bottom,right,top,Area
107000,5951000,108000,5952000,997024.541
107000,5952000,108000,5953000,997024.643
107000,5953000,108000,5954000,997024.599
107000,5954000,108000,5955000,997024.406
107000,5960000,108000,5961000,997024.656
107000,5961000,108000,5962000,997024.692
107000,5962000,108000,5963000,997024.597
107000,5963000,108000,5964000,997024.606
107000,5964000,108000,5965000,997024.672
107000,5965000,108000,5966000,997024.695
107000,5966000,108000,5967000,997024.734
107000,5967000,108000,5968000,997024.443
107000,5968000,108000,5969000,997024.62
107000,5969000,108000,5970000,997024.808
107000,5970000,108000,5971000,997024.618
107000,5971000,108000,5972000,997024.69
107000,5972000,108000,5973000,997024.887
107000,5973000,108000,5974000,997024.659
107000,5974000,108000,5975000,997024.665
107000,5975000,108000,5976000,997024.647
107000,5976000,108000,5977000,997024.879
107000,5977000,108000,5978000,997024.684
107000,5978000,108000,5979000,997024.723
108000,5928000,109000,5929000,997043.486
108000,5929000,109000,5930000,997043.612
108000,5930000,109000,5931000,997043.525
108000,5931000,109000,5932000,997043.55
108000,5932000,109000,5933000,997043.527
108000,5933000,109000,5934000,997043.745
108000,5934000,109000,5935000,997043.455
108000,5935000,109000,5936000,997043.514
108000,5936000,109000,5937000,997043.781
108000,5937000,109000,5938000,997043.573
108000,5938000,109000,5939000,997043.571
108000,5939000,109000,5940000,997043.479
108000,5940000,109000,5941000,997043.702
108000,5941000,109000,5942000,997043.615
108000,5942000,109000,5943000,997043.659
108000,5943000,109000,5944000,997043.669
108000,5944000,109000,5945000,997043.625
108000,5945000,109000,5946000,997043.802
108000,5946000,109000,5947000,997043.69
108000,5947000,109000,5948000,997043.63
108000,5948000,109000,5949000,997043.684
108000,5949000,109000,5950000,997043.737
108000,5950000,109000,5951000,997043.609
108000,5951000,109000,5952000,997043.808
108000,5952000,109000,5953000,997043.698
108000,5953000,109000,5954000,997043.571
108000,5954000,109000,5955000,997043.882
108000,5955000,109000,5956000,997043.715
108000,5960000,109000,5961000,997043.748
108000,5961000,109000,5962000,997043.777
108000,5962000,109000,5963000,997043.673
108000,5963000,109000,5964000,997043.861
108000,5964000,109000,5965000,997043.863
108000,5965000,109000,5966000,997043.826
108000,5966000,109000,5967000,997043.825
108000,5967000,109000,5968000,997043.945
108000,5968000,109000,5969000,997043.773
108000,5969000,109000,5970000,997043.652
108000,5970000,109000,5971000,997044.035
108000,5971000,109000,5972000,997043.723
108000,5972000,109000,5973000,997043.954
108000,5973000,109000,5974000,997043.927
108000,5974000,109000,5975000,997043.963
108000,5975000,109000,5976000,997043.818
108000,5976000,109000,5977000,997043.756
108000,5977000,109000,5978000,997043.942
108000,5978000,109000,5979000,997043.965
108000,5979000,109000,5980000,997043.81
109000,5928000,110000,5929000,997062.562
109000,5929000,110000,5930000,997062.687
109000,5930000,110000,5931000,997062.671
109000,5931000,110000,5932000,997062.736
109000,5932000,110000,5933000,997062.617
109000,5933000,110000,5934000,997062.671
109000,5934000,110000,5935000,997062.856
109000,5935000,110000,5936000,997062.699
109000,5936000,110000,5937000,997062.599
109000,5937000,110000,5938000,997062.687
109000,5938000,110000,5939000,997062.777
109000,5939000,110000,5940000,997062.908
109000,5940000,110000,5941000,997062.62
109000,5941000,110000,5942000,997062.739
109000,5942000,110000,5943000,997062.823
109000,5943000,110000,5944000,997062.743
109000,5944000,110000,5945000,997062.834
109000,5945000,110000,5946000,997062.595
109000,5946000,110000,5947000,997062.851
109000,5947000,110000,5948000,997062.8
109000,5948000,110000,5949000,997062.84
109000,5949000,110000,5950000,997062.861
109000,5950000,110000,5951000,997062.944
109000,5951000,110000,5952000,997062.639
109000,5952000,110000,5953000,997062.884
109000,5953000,110000,5954000,997062.965
109000,5954000,110000,5955000,997062.697
109000,5961000,110000,5962000,991214.371
109000,5962000,110000,5963000,997062.993
109000,5963000,110000,5964000,997062.9
109000,5964000,110000,5965000,997062.936
109000,5965000,110000,5966000,997062.894
109000,5966000,110000,5967000,997062.921
109000,5967000,110000,5968000,997063.002
109000,5968000,110000,5969000,997063.062
109000,5969000,110000,5970000,997063.063
109000,5970000,110000,5971000,997062.898
109000,5971000,110000,5972000,997063.039
109000,5972000,110000,5973000,997062.828
109000,5973000,110000,5974000,997062.947
109000,5974000,110000,5975000,997063.056
109000,5975000,110000,5976000,997063.014
109000,5976000,110000,5977000,997063.118
109000,5977000,110000,5978000,997063.053
109000,5978000,110000,5979000,997062.959
109000,5979000,110000,5980000,997063.031
109000,5980000,110000,5981000,997063.074
109000,5981000,110000,5982000,997062.987
110000,5918000,111000,5919000,997081.539
110000,5919000,111000,5920000,997081.653
110000,5926000,111000,5927000,997081.838
110000,5927000,111000,5928000,997081.511
110000,5928000,111000,5929000,997082.012
110000,5929000,111000,5930000,997081.589
110000,5930000,111000,5931000,997081.738
110000,5931000,111000,5932000,997081.761
110000,5932000,111000,5933000,997081.904
110000,5933000,111000,5934000,997081.589
110000,5934000,111000,5935000,997081.868
110000,5935000,111000,5936000,997081.766
110000,5936000,111000,5937000,997081.648
110000,5937000,111000,5938000,997081.904
110000,5938000,111000,5939000,997081.813
110000,5939000,111000,5940000,997081.745
110000,5940000,111000,5941000,997081.938
110000,5941000,111000,5942000,997081.875
110000,5942000,111000,5943000,997081.651
110000,5943000,111000,5944000,997081.966
110000,5944000,111000,5945000,997081.69
110000,5945000,111000,5946000,997081.932
110000,5946000,111000,5947000,997081.867
110000,5947000,111000,5948000,997081.967
110000,5948000,111000,5949000,997081.774
110000,5949000,111000,5950000,997081.915
110000,5950000,111000,5951000,997081.819
110000,5951000,111000,5952000,997082.089
110000,5952000,111000,5953000,997081.794
110000,5953000,111000,5954000,997081.919
110000,5954000,111000,5955000,997082.082
110000,5962000,111000,5963000,997081.989
110000,5963000,111000,5964000,997081.908
110000,5964000,111000,5965000,997082.045
110000,5965000,111000,5966000,997082.052
110000,5966000,111000,5967000,997081.988
110000,5967000,111000,5968000,997081.989
110000,5968000,111000,5969000,997081.993
110000,5969000,111000,5970000,997081.936
110000,5970000,111000,5971000,997082.095
110000,5971000,111000,5972000,997082.088
110000,5972000,111000,5973000,997081.97
110000,5973000,111000,5974000,997082.281
110000,5974000,111000,5975000,997081.902
110000,5975000,111000,5976000,997082.079
110000,5976000,111000,5977000,997082.217
110000,5977000,111000,5978000,997081.876
110000,5978000,111000,5979000,997082.187
110000,5979000,111000,5980000,997082.183
110000,5980000,111000,5981000,997081.993
110000,5981000,111000,5982000,997082.291
111000,5918000,112000,5919000,997100.958
111000,5919000,112000,5920000,997100.55
111000,5920000,112000,5921000,997100.685
111000,5925000,112000,5926000,997100.904
111000,5926000,112000,5927000,997100.64
111000,5927000,112000,5928000,997100.917
111000,5928000,112000,5929000,997100.539
111000,5929000,112000,5930000,997100.79
111000,5930000,112000,5931000,997100.773
111000,5931000,112000,5932000,997100.669
111000,5932000,112000,5933000,997100.867
111000,5933000,112000,5934000,997100.956
111000,5934000,112000,5935000,997100.538
111000,5935000,112000,5936000,997100.879
111000,5936000,112000,5937000,997100.911
111000,5937000,112000,5938000,997100.783
111000,5938000,112000,5939000,997100.879
111000,5939000,112000,5940000,997100.758
111000,5940000,112000,5941000,997100.862
111000,5941000,112000,5942000,997100.806
111000,5942000,112000,5943000,997101.025
111000,5943000,112000,5944000,997100.735
111000,5944000,112000,5945000,997100.891
111000,5945000,112000,5946000,997100.864
111000,5946000,112000,5947000,997101.06
111000,5947000,112000,5948000,997100.56
111000,5948000,112000,5949000,997101.076
111000,5949000,112000,5950000,997100.855
111000,5950000,112000,5951000,997100.892
111000,5951000,112000,5952000,997101.008
111000,5952000,112000,5953000,997100.996
111000,5953000,112000,5954000,997100.835
111000,5954000,112000,5955000,997100.901
111000,5955000,112000,5956000,997100.998
111000,5956000,112000,5957000,997101.062
111000,5957000,112000,5958000,997101.035
111000,5958000,112000,5959000,997100.823
111000,5959000,112000,5960000,997101.035
111000,5960000,112000,5961000,997100.895
111000,5961000,112000,5962000,997101.088
111000,5962000,112000,5963000,997100.985
111000,5963000,112000,5964000,997101.065
111000,5964000,112000,5965000,997100.829
111000,5965000,112000,5966000,997101.075
111000,5966000,112000,5967000,997101.11
111000,5967000,112000,5968000,997101.003
111000,5968000,112000,5969000,997101.145
111000,5969000,112000,5970000,997101.086
111000,5970000,112000,5971000,997101.026
111000,5971000,112000,5972000,997101.052
111000,5972000,112000,5973000,997101.151
111000,5973000,112000,5974000,997100.896
111000,5974000,112000,5975000,997101.28
111000,5975000,112000,5976000,997101.022
111000,5976000,112000,5977000,997101.083
111000,5977000,112000,5978000,997101.239
111000,5978000,112000,5979000,997101.096
111000,5979000,112000,5980000,997101.059
111000,5980000,112000,5981000,997101.158
112000,5918000,113000,5919000,997119.567
112000,5919000,113000,5920000,997119.802
112000,5920000,113000,5921000,997119.619
112000,5924000,113000,5925000,997119.781
112000,5925000,113000,5926000,997119.618
112000,5926000,113000,5927000,997119.649
112000,5927000,113000,5928000,997119.63
112000,5928000,113000,5929000,997119.876
112000,5929000,113000,5930000,997119.817
112000,5930000,113000,5931000,997119.76
112000,5931000,113000,5932000,997119.733
112000,5932000,113000,5933000,997119.688
112000,5933000,113000,5934000,997119.692
112000,5934000,113000,5935000,997119.861
112000,5935000,113000,5936000,997119.837
112000,5936000,113000,5937000,997119.834
112000,5937000,113000,5938000,997119.762
112000,5938000,113000,5939000,997119.734
112000,5939000,113000,5940000,997119.911
112000,5940000,113000,5941000,997119.817
112000,5941000,113000,5942000,997119.764
112000,5942000,113000,5943000,997119.641
112000,5943000,113000,5944000,997119.98
112000,5944000,113000,5945000,997119.902
112000,5945000,113000,5946000,997119.938
112000,5946000,113000,5947000,997119.624
112000,5947000,113000,5948000,997119.995
112000,5948000,113000,5949000,997120
112000,5949000,113000,5950000,997119.716
112000,5950000,113000,5951000,997120.039
112000,5951000,113000,5952000,997119.684
112000,5952000,113000,5953000,997119.957
112000,5953000,113000,5954000,997119.972
112000,5954000,113000,5955000,997119.858
112000,5955000,113000,5956000,997119.951
112000,5956000,113000,5957000,997119.899
112000,5957000,113000,5958000,997119.88
112000,5958000,113000,5959000,997120.121
112000,5959000,113000,5960000,997119.886
112000,5960000,113000,5961000,997119.925
112000,5961000,113000,5962000,997120.053
112000,5962000,113000,5963000,997120.002
112000,5963000,113000,5964000,997119.838
112000,5964000,113000,5965000,997120.188
112000,5965000,113000,5966000,997119.965
112000,5966000,113000,5967000,997119.891
112000,5967000,113000,5968000,997120.163
112000,5968000,113000,5969000,997119.901
112000,5969000,113000,5970000,997120.042
112000,5970000,113000,5971000,997120.033
112000,5971000,113000,5972000,997120.059
112000,5972000,113000,5973000,997120.136
112000,5973000,113000,5974000,997119.955
112000,5974000,113000,5975000,997120.047
112000,5975000,113000,5976000,997120.261
112000,5976000,113000,5977000,997119.927
112000,5977000,113000,5978000,997120.115
112000,5978000,113000,5979000,997120.175
112000,5979000,113000,5980000,997120.044
112000,5980000,113000,5981000,997120.226
113000,5916000,114000,5917000,997138.539
113000,5917000,114000,5918000,997138.53
113000,5918000,114000,5919000,997138.641
113000,5919000,114000,5920000,997138.425
113000,5920000,114000,5921000,997138.721
113000,5921000,114000,5922000,997138.524
113000,5922000,114000,5923000,997138.743
113000,5923000,114000,5924000,997138.543
113000,5924000,114000,5925000,997138.539
113000,5925000,114000,5926000,997138.726
113000,5926000,114000,5927000,997138.662
113000,5927000,114000,5928000,997138.717
113000,5928000,114000,5929000,997138.612
113000,5929000,114000,5930000,997138.515
113000,5930000,114000,5931000,997138.757
113000,5931000,114000,5932000,997138.744
113000,5932000,114000,5933000,997138.556
113000,5933000,114000,5934000,997138.781
113000,5934000,114000,5935000,997138.806
113000,5935000,114000,5936000,997138.559
113000,5936000,114000,5937000,997138.654
113000,5937000,114000,5938000,997138.679
113000,5938000,114000,5939000,997138.763
113000,5939000,114000,5940000,997138.724
113000,5940000,114000,5941000,997138.653
113000,5941000,114000,5942000,997138.953
113000,5942000,114000,5943000,997138.836
113000,5943000,114000,5944000,997138.631
113000,5944000,114000,5945000,997138.776
113000,5945000,114000,5946000,997138.781
113000,5946000,114000,5947000,997138.843
113000,5947000,114000,5948000,997138.802
113000,5948000,114000,5949000,997138.721
113000,5949000,114000,5950000,997138.866
113000,5950000,114000,5951000,997138.774
113000,5951000,114000,5952000,997138.87
113000,5952000,114000,5953000,997138.761
113000,5953000,114000,5954000,997138.923
113000,5954000,114000,5955000,997138.799
113000,5955000,114000,5956000,997138.975
113000,5956000,114000,5957000,997138.71
113000,5957000,114000,5958000,997138.926
113000,5958000,114000,5959000,997138.85
113000,5959000,114000,5960000,997138.825
113000,5960000,114000,5961000,997139.061
113000,5961000,114000,5962000,997138.785
113000,5962000,114000,5963000,997138.925
113000,5963000,114000,5964000,997138.959
113000,5964000,114000,5965000,997138.864
113000,5965000,114000,5966000,997138.971
113000,5966000,114000,5967000,997138.965
113000,5967000,114000,5968000,997138.832
113000,5968000,114000,5969000,997138.989
113000,5969000,114000,5970000,997139.037
113000,5970000,114000,5971000,997139.024
113000,5971000,114000,5972000,997138.83
113000,5972000,114000,5973000,997138.943
113000,5973000,114000,5974000,997139.038
113000,5974000,114000,5975000,997139.035
113000,5975000,114000,5976000,997138.905
113000,5976000,114000,5977000,997139.119
113000,5977000,114000,5978000,997139.091
113000,5978000,114000,5979000,997138.821
113000,5979000,114000,5980000,997139.135
113000,5980000,114000,5981000,997139.023
113000,5981000,114000,5982000,997139.11
114000,5916000,115000,5917000,997157.363
114000,5917000,115000,5918000,997157.422
114000,5918000,115000,5919000,997157.396
114000,5919000,115000,5920000,997157.551
114000,5920000,115000,5921000,997157.452
114000,5921000,115000,5922000,997157.605
114000,5922000,115000,5923000,997157.321
114000,5923000,115000,5924000,997157.474
114000,5924000,115000,5925000,997157.65
114000,5925000,115000,5926000,997157.393
114000,5926000,115000,5927000,997157.494
114000,5927000,115000,5928000,997157.567
114000,5928000,115000,5929000,997157.48
114000,5929000,115000,5930000,997157.603
114000,5930000,115000,5931000,997157.458
114000,5931000,115000,5932000,997157.617
114000,5932000,115000,5933000,997157.706
114000,5933000,115000,5934000,997157.393
114000,5934000,115000,5935000,997157.571
114000,5935000,115000,5936000,997157.607
114000,5936000,115000,5937000,997157.665
114000,5937000,115000,5938000,997157.676
114000,5938000,115000,5939000,997157.505
114000,5939000,115000,5940000,997157.71
114000,5940000,115000,5941000,997157.662
114000,5941000,115000,5942000,997157.377
114000,5942000,115000,5943000,997157.693
114000,5943000,115000,5944000,997157.652
114000,5944000,115000,5945000,997157.683
114000,5945000,115000,5946000,997157.691
114000,5946000,115000,5947000,997157.597
114000,5947000,115000,5948000,997157.833
114000,5948000,115000,5949000,997157.489
114000,5949000,115000,5950000,997157.864
114000,5950000,115000,5951000,997157.596
114000,5951000,115000,5952000,997157.738
114000,5952000,115000,5953000,997157.699
114000,5953000,115000,5954000,997157.731
114000,5954000,115000,5955000,997157.716
114000,5955000,115000,5956000,997157.701
114000,5956000,115000,5957000,997157.76
114000,5957000,115000,5958000,997157.712
114000,5958000,115000,5959000,997157.627
114000,5959000,115000,5960000,997157.857
114000,5960000,115000,5961000,997157.773
114000,5961000,115000,5962000,997157.893
114000,5962000,115000,5963000,997157.668
114000,5963000,115000,5964000,997157.845
114000,5964000,115000,5965000,997157.852
114000,5965000,115000,5966000,997157.737
114000,5966000,115000,5967000,997157.822
114000,5967000,115000,5968000,997157.754
114000,5968000,115000,5969000,997157.932
114000,5969000,115000,5970000,997157.663
114000,5970000,115000,5971000,997157.873
114000,5971000,115000,5972000,997158.005
114000,5972000,115000,5973000,997157.754
114000,5973000,115000,5974000,997158.013
114000,5974000,115000,5975000,997157.717
114000,5975000,115000,5976000,997157.992
114000,5976000,115000,5977000,997157.766
114000,5977000,115000,5978000,997157.811
114000,5978000,115000,5979000,997158.078
114000,5979000,115000,5980000,997157.844
114000,5980000,115000,5981000,997157.862
114000,5981000,115000,5982000,997157.862
114000,5982000,115000,5983000,996778.762
115000,5912000,116000,5913000,997176.212
115000,5913000,116000,5914000,997176.245
115000,5914000,116000,5915000,997176.268
115000,5915000,116000,5916000,997176.174
115000,5916000,116000,5917000,997176.255
115000,5917000,116000,5918000,997176.478
115000,5918000,116000,5919000,997176.229
115000,5919000,116000,5920000,997176.321
115000,5920000,116000,5921000,997176.258
115000,5921000,116000,5922000,997176.205
115000,5922000,116000,5923000,997176.475
115000,5923000,116000,5924000,997176.382
115000,5924000,116000,5925000,997176.301
115000,5925000,116000,5926000,997176.282
115000,5926000,116000,5927000,997176.401
115000,5927000,116000,5928000,997176.252
115000,5928000,116000,5929000,997176.425
115000,5929000,116000,5930000,997176.477
115000,5930000,116000,5931000,997176.238
115000,5931000,116000,5932000,997176.397
115000,5932000,116000,5933000,997176.285
115000,5933000,116000,5934000,997176.588
115000,5934000,116000,5935000,997176.249
115000,5935000,116000,5936000,997176.49
115000,5936000,116000,5937000,997176.537
115000,5937000,116000,5938000,997176.307
115000,5938000,116000,5939000,997176.55
115000,5939000,116000,5940000,997176.297
115000,5940000,116000,5941000,997176.53
115000,5941000,116000,5942000,997176.494
115000,5942000,116000,5943000,997176.439
115000,5943000,116000,5944000,997176.564
115000,5944000,116000,5945000,997176.444
115000,5945000,116000,5946000,997176.352
115000,5946000,116000,5947000,997176.598
115000,5947000,116000,5948000,997176.401
115000,5948000,116000,5949000,997176.635
115000,5949000,116000,5950000,997176.429
115000,5950000,116000,5951000,997176.595
115000,5951000,116000,5952000,997176.377
115000,5952000,116000,5953000,997176.644
115000,5953000,116000,5954000,997176.448
115000,5954000,116000,5955000,997176.591
115000,5955000,116000,5956000,997176.53
115000,5956000,116000,5957000,997176.659
115000,5957000,116000,5958000,997176.473
115000,5958000,116000,5959000,997176.733
115000,5959000,116000,5960000,997176.628
115000,5960000,116000,5961000,997176.482
115000,5961000,116000,5962000,997176.6
115000,5962000,116000,5963000,997176.569
115000,5963000,116000,5964000,997176.648
115000,5964000,116000,5965000,997176.661
115000,5965000,116000,5966000,997176.518
115000,5966000,116000,5967000,997176.69
115000,5967000,116000,5968000,997176.703
115000,5968000,116000,5969000,997176.578
115000,5969000,116000,5970000,997176.771
115000,5970000,116000,5971000,997176.59
115000,5971000,116000,5972000,997176.674
115000,5972000,116000,5973000,997176.745
115000,5973000,116000,5974000,997176.57
115000,5974000,116000,5975000,997176.861
115000,5975000,116000,5976000,997176.435
115000,5976000,116000,5977000,997176.95
115000,5977000,116000,5978000,997176.725
115000,5978000,116000,5979000,997176.64
115000,5979000,116000,5980000,997176.796
115000,5980000,116000,5981000,997176.617
115000,5981000,116000,5982000,997176.818
115000,5982000,116000,5983000,997176.636
115000,5995000,116000,5996000,973473.326
115000,5996000,116000,5997000,997176.993
115000,5997000,116000,5998000,997176.655
115000,5998000,116000,5999000,997176.998
116000,5912000,117000,5913000,997195.216
116000,5913000,117000,5914000,997195.056
116000,5914000,117000,5915000,997194.945
116000,5915000,117000,5916000,997195.068
116000,5916000,117000,5917000,997195.054
116000,5917000,117000,5918000,997194.956
116000,5918000,117000,5919000,997195.168
116000,5919000,117000,5920000,997194.998
116000,5920000,117000,5921000,997195.154
116000,5921000,117000,5922000,997195.136
116000,5922000,117000,5923000,997195.053
116000,5923000,117000,5924000,997195.014
116000,5924000,117000,5925000,997195.228
116000,5925000,117000,5926000,997195.134
116000,5926000,117000,5927000,997195.09
116000,5927000,117000,5928000,997195.217
116000,5928000,117000,5929000,997195.037
116000,5929000,117000,5930000,997195.183
116000,5930000,117000,5931000,997195.207
116000,5931000,117000,5932000,997195.108
116000,5932000,117000,5933000,997195.275
116000,5933000,117000,5934000,997195.192
116000,5934000,117000,5935000,997195.226
116000,5935000,117000,5936000,997195.083
116000,5936000,117000,5937000,997195.112
116000,5937000,117000,5938000,997195.39
116000,5938000,117000,5939000,997194.949
116000,5939000,117000,5940000,997195.353
116000,5940000,117000,5941000,997195.259
116000,5941000,117000,5942000,997195.169
116000,5942000,117000,5943000,997195.311
116000,5943000,117000,5944000,997195.216
116000,5944000,117000,5945000,997195.312
116000,5945000,117000,5946000,997195.28
116000,5946000,117000,5947000,997195.217
116000,5947000,117000,5948000,997195.292
116000,5948000,117000,5949000,997195.33
