left,bottom,right,top,Area
249000,5638000,250000,5639000,999259.162
249000,5639000,250000,5640000,999259.06
249000,5640000,250000,5641000,999259.228
249000,5641000,250000,5642000,999259.536
249000,5642000,250000,5643000,999258.903
249000,5643000,250000,5644000,999259.373
249000,5644000,250000,5645000,999259.181
249000,5645000,250000,5646000,999259.161
249000,5646000,250000,5647000,999259.294
249000,5647000,250000,5648000,999258.912
249000,5648000,250000,5649000,999259.584
249000,5649000,250000,5650000,999259.134
249000,5650000,250000,5651000,999259.148
249000,5651000,250000,5652000,999259.251
249000,5652000,250000,5653000,999259.361
249000,5653000,250000,5654000,999258.985
249000,5654000,250000,5655000,999259.271
249000,5655000,250000,5656000,999259.169
249000,5656000,250000,5657000,999259.27
249000,5657000,250000,5658000,999259.294
249000,5658000,250000,5659000,999259.421
249000,5659000,250000,5660000,999259.015
249000,5660000,250000,5661000,999259.364
249000,5661000,250000,5662000,999259.213
249000,5662000,250000,5663000,999259.407
249000,5663000,250000,5664000,999259.151
249000,5664000,250000,5665000,999259.29
249000,5665000,250000,5666000,999259.337
249000,5666000,250000,5667000,999259.384
249000,5667000,250000,5668000,999259.046
249000,5668000,250000,5669000,999259.201
249000,5669000,250000,5670000,999259.293
249000,5670000,250000,5671000,999259.502
249000,5671000,250000,5672000,999259.077
249000,5672000,250000,5673000,999259.376
249000,5673000,250000,5674000,999259.512
249000,5674000,250000,5675000,999258.933
249000,5675000,250000,5676000,999259.4
249000,5676000,250000,5677000,999259.265
249000,5677000,250000,5678000,999259.362
249000,5678000,250000,5679000,999259.411
249000,5679000,250000,5680000,999259.169
249000,5680000,250000,5681000,999259.496
249000,5681000,250000,5682000,999259.142
249000,5682000,250000,5683000,999259.441
249000,5683000,250000,5684000,999259.365
249000,5684000,250000,5685000,999259.336
249000,5685000,250000,5686000,999259.51
249000,5686000,250000,5687000,999259.254
249000,5687000,250000,5688000,999259.1
249000,5688000,250000,5689000,999259.22
249000,5689000,250000,5690000,999259.633
249000,5690000,250000,5691000,999259.379
249000,5691000,250000,5692000,999259.678
249000,5692000,250000,5693000,999259.143
249000,5693000,250000,5694000,999259.003
249000,5694000,250000,5695000,999259.639
249000,5695000,250000,5696000,999259.281
249000,5696000,250000,5697000,999259.413
249000,5697000,250000,5698000,999259.117
249000,5698000,250000,5699000,999259.468
249000,5699000,250000,5700000,999259.514
249000,5700000,250000,5701000,999259.29
249000,5701000,250000,5702000,999259.491
249000,5702000,250000,5703000,999259.493
249000,5703000,250000,5704000,999259.284
249000,5704000,250000,5705000,999259.148
249000,5705000,250000,5706000,999259.676
249000,5706000,250000,5707000,999259.243
249000,5707000,250000,5708000,999259.392
249000,5708000,250000,5709000,999259.601
249000,5709000,250000,5710000,999259.306
249000,5710000,250000,5711000,999259.343
249000,5711000,250000,5712000,999259.553
249000,5712000,250000,5713000,999259.114
249000,5713000,250000,5714000,999259.673
249000,5714000,250000,5715000,999259.519
249000,5715000,250000,5716000,999259.205
249000,5716000,250000,5717000,999259.586
249000,5717000,250000,5718000,999259.483
249000,5718000,250000,5719000,999259.511
249000,5719000,250000,5720000,999259.358
249000,5720000,250000,5721000,999259.419
249000,5721000,250000,5722000,999259.277
249000,5722000,250000,5723000,999259.703
249000,5723000,250000,5724000,999259.134
249000,5724000,250000,5725000,999259.872
249000,5725000,250000,5726000,999259.241
249000,5726000,250000,5727000,999259.509
249000,5727000,250000,5728000,999259.501
249000,5728000,250000,5729000,999259.591
249000,5729000,250000,5730000,999259.176
249000,5730000,250000,5731000,999259.461
249000,5731000,250000,5732000,999259.739
249000,5732000,250000,5733000,999259.428
249000,5733000,250000,5734000,999259.402
249000,5734000,250000,5735000,999259.577
249000,5735000,250000,5736000,999259.494
249000,5736000,250000,5737000,999259.35
249000,5737000,250000,5738000,999259.556
249000,5738000,250000,5739000,999259.459
249000,5739000,250000,5740000,999259.584
249000,5740000,250000,5741000,999259.555
249000,5741000,250000,5742000,999259.457
249000,5742000,250000,5743000,999259.659
249000,5743000,250000,5744000,999259.323
249000,5744000,250000,5745000,999259.53
249000,5745000,250000,5746000,999259.561
249000,5746000,250000,5747000,999259.406
249000,5747000,250000,5748000,999259.427
249000,5748000,250000,5749000,999259.813
249000,5749000,250000,5750000,999259.38
249000,5750000,250000,5751000,999259.755
249000,5751000,250000,5752000,999259.394
249000,5752000,250000,5753000,999259.451
249000,5753000,250000,5754000,999259.729
249000,5754000,250000,5755000,999259.43
249000,5755000,250000,5756000,999259.64
249000,5756000,250000,5757000,999259.649
249000,5757000,250000,5758000,999259.678
249000,5758000,250000,5759000,999259.635
249000,5759000,250000,5760000,999259.184
249000,5760000,250000,5761000,999259.798
249000,5761000,250000,5762000,999259.431
249000,5762000,250000,5763000,999259.709
249000,5763000,250000,5764000,999259.51
249000,5764000,250000,5765000,999259.497
249000,5765000,250000,5766000,999259.685
249000,5766000,250000,5767000,999259.571
249000,5767000,250000,5768000,999259.613
249000,5768000,250000,5769000,999259.626
249000,5769000,250000,5770000,999259.627
249000,5770000,250000,5771000,999259.644
249000,5771000,250000,5772000,999259.588
249000,5772000,250000,5773000,999259.411
249000,5773000,250000,5774000,999259.656
249000,5774000,250000,5775000,999259.688
249000,5775000,250000,5776000,999259.615
249000,5776000,250000,5777000,999259.306
249000,5777000,250000,5778000,999259.851
249000,5778000,250000,5779000,999259.689
249000,5779000,250000,5780000,999259.657
249000,5780000,250000,5781000,999259.677
249000,5781000,250000,5782000,999259.615
249000,5782000,250000,5783000,999259.491
249000,5783000,250000,5784000,999259.816
249000,5784000,250000,5785000,999259.517
249000,5785000,250000,5786000,999259.498
249000,5786000,250000,5787000,999259.752
249000,5787000,250000,5788000,999259.846
249000,5788000,250000,5789000,999259.496
249000,5789000,250000,5790000,999259.823
249000,5790000,250000,5791000,999259.675
249000,5791000,250000,5792000,999259.626
249000,5792000,250000,5793000,999259.649
249000,5793000,250000,5794000,999259.687
249000,5794000,250000,5795000,999259.508
249000,5795000,250000,5796000,999259.95
249000,5796000,250000,5797000,999259.508
249000,5797000,250000,5798000,999259.716
249000,5798000,250000,5799000,999259.906
249000,5799000,250000,5800000,999259.417
249000,5800000,250000,5801000,999259.925
249000,5801000,250000,5802000,999259.519
249000,5802000,250000,5803000,999259.761
249000,5803000,250000,5804000,999259.727
249000,5804000,250000,5805000,999259.644
249000,5805000,250000,5806000,999259.865
249000,5806000,250000,5807000,999259.779
249000,5807000,250000,5808000,999259.504
249000,5808000,250000,5809000,999259.668
249000,5809000,250000,5810000,999259.647
249000,5810000,250000,5811000,999260.01
249000,5811000,250000,5812000,999259.746
249000,5812000,250000,5813000,999259.666
249000,5813000,250000,5814000,999259.799
249000,5814000,250000,5815000,999259.775
249000,5815000,250000,5816000,999259.809
249000,5816000,250000,5817000,999259.596
249000,5817000,250000,5818000,999259.714
249000,5818000,250000,5819000,999259.781
249000,5819000,250000,5820000,999259.768
249000,5820000,250000,5821000,999259.623
249000,5821000,250000,5822000,999259.774
249000,5822000,250000,5823000,999259.874
249000,5823000,250000,5824000,999259.612
249000,5824000,250000,5825000,999259.931
249000,5825000,250000,5826000,999259.769
249000,5826000,250000,5827000,999259.614
249000,5827000,250000,5828000,999259.813
249000,5828000,250000,5829000,999259.933
249000,5829000,250000,5830000,999259.773
249000,5830000,250000,5831000,999259.936
249000,5831000,250000,5832000,999259.702
249000,5832000,250000,5833000,999259.59
249000,5833000,250000,5834000,999260.088
249000,5834000,250000,5835000,999259.617
249000,5835000,250000,5836000,999259.868
249000,5836000,250000,5837000,999259.637
249000,5837000,250000,5838000,999260.217
249000,5838000,250000,5839000,999259.738
249000,5839000,250000,5840000,999259.466
249000,5840000,250000,5841000,999259.946
249000,5841000,250000,5842000,999259.799
249000,5842000,250000,5843000,999259.915
249000,5843000,250000,5844000,999259.833
249000,5844000,250000,5845000,999259.988
249000,5845000,250000,5846000,999259.83
249000,5846000,250000,5847000,999259.703
249000,5847000,250000,5848000,999259.753
249000,5848000,250000,5849000,999259.893
249000,5849000,250000,5850000,999259.891
249000,5850000,250000,5851000,999259.838
249000,5851000,250000,5852000,999259.929
249000,5852000,250000,5853000,999259.937
249000,5853000,250000,5854000,999259.89
249000,5854000,250000,5855000,999259.615
249000,5855000,250000,5856000,999260.118
249000,5856000,250000,5857000,999259.877
249000,5857000,250000,5858000,999259.867
249000,5858000,250000,5859000,999259.686
249000,5859000,250000,5860000,999259.936
249000,5860000,250000,5861000,999259.93
249000,5861000,250000,5862000,999259.753
249000,5862000,250000,5863000,999260.006
249000,5863000,250000,5864000,999260.002
249000,5864000,250000,5865000,999259.883
249000,5865000,250000,5866000,999259.765
249000,5866000,250000,5867000,999260.019
249000,5867000,250000,5868000,999259.785
249000,5868000,250000,5869000,999259.895
249000,5869000,250000,5870000,999259.947
249000,5870000,250000,5871000,999259.998
249000,5871000,250000,5872000,999259.962
249000,5872000,250000,5873000,999259.753
249000,5873000,250000,5874000,999259.8
249000,5874000,250000,5875000,999259.932
249000,5875000,250000,5876000,999260.147
249000,5876000,250000,5877000,999260.045
249000,5877000,250000,5878000,999259.798
249000,5878000,250000,5879000,999259.864
249000,5879000,250000,5880000,999260.012
249000,5880000,250000,5881000,999260.072
249000,5881000,250000,5882000,999259.871
249000,5882000,250000,5883000,999260.124
249000,5883000,250000,5884000,999259.716
249000,5884000,250000,5885000,999259.791
249000,5885000,250000,5886000,999260.347
249000,5886000,250000,5887000,999259.985
249000,5887000,250000,5888000,999259.704
249000,5888000,250000,5889000,999260.048
249000,5889000,250000,5890000,999259.757
249000,5890000,250000,5891000,999260.32
249000,5891000,250000,5892000,999259.848
249000,5892000,250000,5893000,999259.972
249000,5893000,250000,5894000,999259.946
249000,5894000,250000,5895000,999260.115
249000,5895000,250000,5896000,999259.878
249000,5896000,250000,5897000,999260.063
249000,5897000,250000,5898000,999259.985
249000,5898000,250000,5899000,999259.93
249000,5899000,250000,5900000,999260.037
249000,5900000,250000,5901000,999260.081
249000,5901000,250000,5902000,999260.063
249000,5902000,250000,5903000,999260.12
249000,5903000,250000,5904000,999259.999
249000,5904000,250000,5905000,999259.986
249000,5905000,250000,5906000,999259.935
249000,5906000,250000,5907000,999260.019
249000,5907000,250000,5908000,999260.008
249000,5908000,250000,5909000,999260.303
249000,5909000,250000,5910000,999260.017
249000,5910000,250000,5911000,999259.754
249000,5911000,250000,5912000,999260.049
249000,5912000,250000,5913000,999260.336
249000,5913000,250000,5914000,999259.755
249000,5914000,250000,5915000,999260.195
249000,5915000,250000,5916000,999260.138
249000,5916000,250000,5917000,999260.042
249000,5917000,250000,5918000,999260.078
249000,5918000,250000,5919000,999260.018
249000,5919000,250000,5920000,999259.833
249000,5920000,250000,5921000,999260.149
249000,5921000,250000,5922000,999260.142
249000,5922000,250000,5923000,999260.037
249000,5923000,250000,5924000,999259.95
249000,5924000,250000,5925000,999260.445
249000,5925000,250000,5926000,999259.878
249000,5926000,250000,5927000,999260.268
249000,5927000,250000,5928000,999259.955
249000,5928000,250000,5929000,999260.207
249000,5929000,250000,5930000,999259.898
249000,5930000,250000,5931000,999260.237
249000,5931000,250000,5932000,999260.042
249000,5932000,250000,5933000,999260.27
249000,5933000,250000,5934000,999259.963
249000,5934000,250000,5935000,999259.932
249000,5935000,250000,5936000,999260.283
249000,5936000,250000,5937000,999260.336
249000,5937000,250000,5938000,999259.918
249000,5938000,250000,5939000,999260.279
249000,5939000,250000,5940000,999260.031
249000,5940000,250000,5941000,999260.196
249000,5941000,250000,5942000,999260.199
249000,5942000,250000,5943000,999260.074
249000,5943000,250000,5944000,999260.246
249000,5944000,250000,5945000,999260.261
249000,5945000,250000,5946000,999260.054
249000,5946000,250000,5947000,999259.838
249000,5947000,250000,5948000,999260.454
249000,5948000,250000,5949000,999260.033
250000,5593000,251000,5594000,999271.38
250000,5594000,251000,5595000,999271.072
250000,5595000,251000,5596000,999271.584
250000,5596000,251000,5597000,999271.127
250000,5597000,251000,5598000,999271.456
250000,5598000,251000,5599000,999271.199
250000,5599000,251000,5600000,999271.33
250000,5600000,251000,5601000,999271.435
250000,5601000,251000,5602000,999271.205
250000,5602000,251000,5603000,999271.436
250000,5603000,251000,5604000,999271.534
250000,5604000,251000,5605000,999271.302
250000,5605000,251000,5606000,999271.119
250000,5606000,251000,5607000,999271.544
250000,5607000,251000,5608000,999271.159
250000,5608000,251000,5609000,999271.513
250000,5609000,251000,5610000,999271.224
250000,5610000,251000,5611000,999271.658
250000,5611000,251000,5612000,999270.967
250000,5612000,251000,5613000,999271.692
250000,5613000,251000,5614000,999271.51
250000,5614000,251000,5615000,999271.041
250000,5615000,251000,5616000,999271.38
250000,5616000,251000,5617000,999271.482
250000,5617000,251000,5618000,999271.387
250000,5618000,251000,5619000,999271.367
250000,5619000,251000,5620000,999271.493
250000,5620000,251000,5621000,999271.253
250000,5621000,251000,5622000,999271.485
250000,5622000,251000,5623000,999271.617
250000,5623000,251000,5624000,999271.314
250000,5624000,251000,5625000,999271.337
250000,5625000,251000,5626000,999271.289
250000,5626000,251000,5627000,999271.368
250000,5627000,251000,5628000,999271.525
250000,5628000,251000,5629000,999271.56
250000,5629000,251000,5630000,999271.475
250000,5630000,251000,5631000,999271.138
250000,5631000,251000,5632000,999271.452
250000,5632000,251000,5633000,999271.499
250000,5633000,251000,5634000,999271.259
250000,5634000,251000,5635000,999271.687
250000,5635000,251000,5636000,999271.501
250000,5636000,251000,5637000,999271.258
250000,5637000,251000,5638000,999271.535
250000,5638000,251000,5639000,999271.476
250000,5639000,251000,5640000,999271.475
250000,5640000,251000,5641000,999271.402
250000,5641000,251000,5642000,999271.452
250000,5642000,251000,5643000,999271.676
250000,5643000,251000,5644000,999271.432
250000,5644000,251000,5645000,999271.426
250000,5645000,251000,5646000,999271.494
250000,5646000,251000,5647000,999271.308
250000,5647000,251000,5648000,999271.703
250000,5648000,251000,5649000,999271.155
250000,5649000,251000,5650000,999271.78
250000,5650000,251000,5651000,999271.41
250000,5651000,251000,5652000,999271.361
250000,5652000,251000,5653000,999271.727
250000,5653000,251000,5654000,999271.347
250000,5654000,251000,5655000,999271.497
250000,5655000,251000,5656000,999271.572
250000,5656000,251000,5657000,999271.505
250000,5657000,251000,5658000,999271.429
250000,5658000,251000,5659000,999271.475
250000,5659000,251000,5660000,999271.506
250000,5660000,251000,5661000,999271.678
250000,5661000,251000,5662000,999271.591
250000,5662000,251000,5663000,999271.379
250000,5663000,251000,5664000,999271.598
250000,5664000,251000,5665000,999271.559
250000,5665000,251000,5666000,999271.607
250000,5666000,251000,5667000,999271.381
250000,5667000,251000,5668000,999271.568
250000,5668000,251000,5669000,999271.531
250000,5669000,251000,5670000,999271.727
250000,5670000,251000,5671000,999271.321
250000,5671000,251000,5672000,999271.82
250000,5672000,251000,5673000,999271.583
250000,5673000,251000,5674000,999271.367
250000,5674000,251000,5675000,999271.777
250000,5675000,251000,5676000,999271.403
250000,5676000,251000,5677000,999271.786
250000,5677000,251000,5678000,999271.368
250000,5678000,251000,5679000,999271.445
250000,5679000,251000,5680000,999271.864
250000,5680000,251000,5681000,999271.505
250000,5681000,251000,5682000,999271.571
250000,5682000,251000,5683000,999271.652
250000,5683000,251000,5684000,999271.345
250000,5684000,251000,5685000,999271.775
250000,5685000,251000,5686000,999271.632
250000,5686000,251000,5687000,999271.688
250000,5687000,251000,5688000,999271.695
250000,5688000,251000,5689000,999271.556
250000,5689000,251000,5690000,999271.335
250000,5690000,251000,5691000,999271.587
250000,5691000,251000,5692000,999271.674
250000,5692000,251000,5693000,999271.686
250000,5693000,251000,5694000,999271.869
250000,5694000,251000,5695000,999271.306
250000,5695000,251000,5696000,999271.688
250000,5696000,251000,5697000,999271.674
250000,5697000,251000,5698000,999271.742
250000,5698000,251000,5699000,999271.536
250000,5699000,251000,5700000,999271.679
250000,5700000,251000,5701000,999271.702
250000,5701000,251000,5702000,999271.53
250000,5702000,251000,5703000,999271.753
250000,5703000,251000,5704000,999271.535
250000,5704000,251000,5705000,999271.851
250000,5705000,251000,5706000,999271.546
250000,5706000,251000,5707000,999271.807
250000,5707000,251000,5708000,999271.53
250000,5708000,251000,5709000,999271.735
250000,5709000,251000,5710000,999271.676
250000,5710000,251000,5711000,999271.634
250000,5711000,251000,5712000,999271.601
250000,5712000,251000,5713000,999272.006
250000,5713000,251000,5714000,999271.413
250000,5714000,251000,5715000,999271.54
250000,5715000,251000,5716000,999271.987
250000,5716000,251000,5717000,999271.542
250000,5717000,251000,5718000,999271.836
250000,5718000,251000,5719000,999271.467
250000,5719000,251000,5720000,999271.838
250000,5720000,251000,5721000,999271.765
250000,5721000,251000,5722000,999271.876
250000,5722000,251000,5723000,999271.595
250000,5723000,251000,5724000,999271.781
250000,5724000,251000,5725000,999271.554
250000,5725000,251000,5726000,999271.918
250000,5726000,251000,5727000,999271.483
250000,5727000,251000,5728000,999271.92
250000,5728000,251000,5729000,999271.63
250000,5729000,251000,5730000,999271.805
250000,5730000,251000,5731000,999271.912
250000,5731000,251000,5732000,999271.636
250000,5732000,251000,5733000,999271.626
250000,5733000,251000,5734000,999271.724
250000,5734000,251000,5735000,999271.71
250000,5735000,251000,5736000,999271.765
250000,5736000,251000,5737000,999271.937
250000,5737000,251000,5738000,999271.673
250000,5738000,251000,5739000,999271.756
250000,5739000,251000,5740000,999271.823
250000,5740000,251000,5741000,999271.839
250000,5741000,251000,5742000,999271.639
250000,5742000,251000,5743000,999271.693
250000,5743000,251000,5744000,999272.154
250000,5744000,251000,5745000,999271.679
250000,5745000,251000,5746000,999271.841
250000,5746000,251000,5747000,999271.787
250000,5747000,251000,5748000,999271.725
250000,5748000,251000,5749000,999271.839
250000,5749000,251000,5750000,999271.621
250000,5750000,251000,5751000,999271.894
250000,5751000,251000,5752000,999271.835
250000,5752000,251000,5753000,999271.899
250000,5753000,251000,5754000,999271.79
250000,5754000,251000,5755000,999271.949
250000,5755000,251000,5756000,999271.661
250000,5756000,251000,5757000,999271.662
250000,5757000,251000,5758000,999271.761
250000,5758000,251000,5759000,999272.033
250000,5759000,251000,5760000,999271.827
250000,5760000,251000,5761000,999271.824
250000,5761000,251000,5762000,999271.804
250000,5762000,251000,5763000,999271.895
250000,5763000,251000,5764000,999271.975
250000,5764000,251000,5765000,999271.79
250000,5765000,251000,5766000,999271.708
250000,5766000,251000,5767000,999271.899
250000,5767000,251000,5768000,999271.924
250000,5768000,251000,5769000,999271.723
250000,5769000,251000,5770000,999272.038
250000,5770000,251000,5771000,999271.788
250000,5771000,251000,5772000,999271.97
250000,5772000,251000,5773000,999271.879
250000,5773000,251000,5774000,999271.852
250000,5774000,251000,5775000,999271.887
250000,5775000,251000,5776000,999271.763
250000,5776000,251000,5777000,999271.941
250000,5777000,251000,5778000,999271.936
250000,5778000,251000,5779000,999271.748
250000,5779000,251000,5780000,999271.927
250000,5780000,251000,5781000,999271.911
250000,5781000,251000,5782000,999272.008
250000,5782000,251000,5783000,999271.915
250000,5783000,251000,5784000,999271.747
250000,5784000,251000,5785000,999272.067
250000,5785000,251000,5786000,999271.966
250000,5786000,251000,5787000,999271.82
250000,5787000,251000,5788000,999272.01
250000,5788000,251000,5789000,999271.87
250000,5789000,251000,5790000,999271.744
250000,5790000,251000,5791000,999271.978
250000,5791000,251000,5792000,999272.026
250000,5792000,251000,5793000,999271.979
250000,5793000,251000,5794000,999271.935
250000,5794000,251000,5795000,999272.12
250000,5795000,251000,5796000,999271.729
250000,5796000,251000,5797000,999272.086
250000,5797000,251000,5798000,999271.956
250000,5798000,251000,5799000,999271.67
250000,5799000,251000,5800000,999272.096
250000,5800000,251000,5801000,999271.775
250000,5801000,251000,5802000,999272.111
250000,5802000,251000,5803000,999271.964
250000,5803000,251000,5804000,999272.03
250000,5804000,251000,5805000,999271.942
250000,5805000,251000,5806000,999272.121
250000,5806000,251000,5807000,999271.737
250000,5807000,251000,5808000,999272.259
250000,5808000,251000,5809000,999272.216
250000,5809000,251000,5810000,999271.721
250000,5810000,251000,5811000,999271.93
250000,5811000,251000,5812000,999272.01
250000,5812000,251000,5813000,999271.866
250000,5813000,251000,5814000,999272.055
250000,5814000,251000,5815000,999272.191
250000,5815000,251000,5816000,999271.647
250000,5816000,251000,5817000,999272.185
250000,5817000,251000,5818000,999272.064
250000,5818000,251000,5819000,999272.068
250000,5819000,251000,5820000,999272.089
250000,5820000,251000,5821000,999271.996
250000,5821000,251000,5822000,999271.945
250000,5822000,251000,5823000,999271.962
250000,5823000,251000,5824000,999271.924
250000,5824000,251000,5825000,999272.336
250000,5825000,251000,5826000,999272.002
250000,5826000,251000,5827000,999272.022
250000,5827000,251000,5828000,999272.168
250000,5828000,251000,5829000,999272.032
250000,5829000,251000,5830000,999272.018
250000,5830000,251000,5831000,999271.87
250000,5831000,251000,5832000,999272.074
250000,5832000,251000,5833000,999272.228
250000,5833000,251000,5834000,999271.985
250000,5834000,251000,5835000,999271.979
250000,5835000,251000,5836000,999271.951
250000,5836000,251000,5837000,999272.336
250000,5837000,251000,5838000,999271.944
250000,5838000,251000,5839000,999272.081
250000,5839000,251000,5840000,999272.079
250000,5840000,251000,5841000,999272.31
250000,5841000,251000,5842000,999271.974
250000,5842000,251000,5843000,999272.045
250000,5843000,251000,5844000,999272.122
250000,5844000,251000,5845000,999272.059
250000,5845000,251000,5846000,999272.144
250000,5846000,251000,5847000,999271.947
250000,5847000,251000,5848000,999272.331
250000,5848000,251000,5849000,999272.256
250000,5849000,251000,5850000,999271.985
250000,5850000,251000,5851000,999272.207
250000,5851000,251000,5852000,999271.941
250000,5852000,251000,5853000,999272.056
250000,5853000,251000,5854000,999271.971
250000,5854000,251000,5855000,999272.609
250000,5855000,251000,5856000,999271.752
250000,5856000,251000,5857000,999272.193
250000,5857000,251000,5858000,999271.975
250000,5858000,251000,5859000,999272.45
250000,5859000,251000,5860000,999272.034
250000,5860000,251000,5861000,999272.282
250000,5861000,251000,5862000,999272.129
250000,5862000,251000,5863000,999272.035
250000,5863000,251000,5864000,999272.2
250000,5864000,251000,5865000,999272.194
250000,5865000,251000,5866000,999272.419
250000,5866000,251000,5867000,999271.926
250000,5867000,251000,5868000,999272.123
250000,5868000,251000,5869000,999272.349
250000,5869000,251000,5870000,999271.856
250000,5870000,251000,5871000,999272.427
250000,5871000,251000,5872000,999272.048
250000,5872000,251000,5873000,999272.359
250000,5873000,251000,5874000,999272.181
250000,5874000,251000,5875000,999272.231
250000,5875000,251000,5876000,999272.05
250000,5876000,251000,5877000,999272.069
250000,5877000,251000,5878000,999272.431
250000,5878000,251000,5879000,999272.187
250000,5879000,251000,5880000,999272.143
250000,5880000,251000,5881000,999272.096
250000,5881000,251000,5882000,999272.162
250000,5882000,251000,5883000,999272.427
250000,5883000,251000,5884000,999272.2
250000,5884000,251000,5885000,999272.228
250000,5885000,251000,5886000,999272.082
250000,5886000,251000,5887000,999272.219
250000,5887000,251000,5888000,999272.553
250000,5888000,251000,5889000,999272.136
250000,5889000,251000,5890000,999272.118
250000,5890000,251000,5891000,999272.325
250000,5891000,251000,5892000,999272.126
250000,5892000,251000,5893000,999272.438
250000,5893000,251000,5894000,999272.171
250000,5894000,251000,5895000,999272.274
250000,5895000,251000,5896000,999272.112
250000,5896000,251000,5897000,999272.402
250000,5897000,251000,5898000,999272.258
250000,5898000,251000,5899000,999272.308
250000,5899000,251000,5900000,999272.181
250000,5900000,251000,5901000,999272.476
250000,5901000,251000,5902000,999272.192
250000,5902000,251000,5903000,999272.276
250000,5903000,251000,5904000,999272.12
250000,5904000,251000,5905000,999272.245
250000,5905000,251000,5906000,999272.564
250000,5906000,251000,5907000,999272.243
250000,5907000,251000,5908000,999272.145
250000,5908000,251000,5909000,999272.183
250000,5909000,251000,5910000,999272.182
250000,5910000,251000,5911000,999272.519
250000,5911000,251000,5912000,999272.385
250000,5912000,251000,5913000,999272.272
250000,5913000,251000,5914000,999272.529
250000,5914000,251000,5915000,999272.137
250000,5915000,251000,5916000,999272.487
250000,5916000,251000,5917000,999271.963
250000,5917000,251000,5918000,999272.406
250000,5918000,251000,5919000,999272.238
250000,5919000,251000,5920000,999272.604
250000,5920000,251000,5921000,999272.266
250000,5921000,251000,5922000,999272.47
250000,5922000,251000,5923000,999272.141
250000,5923000,251000,5924000,999272.318
250000,5924000,251000,5925000,999272.318
250000,5925000,251000,5926000,999272.328
250000,5926000,251000,5927000,999272.354
250000,5927000,251000,5928000,999272.374
250000,5928000,251000,5929000,999272.32
250000,5929000,251000,5930000,999272.512
250000,5930000,251000,5931000,999272.32
250000,5931000,251000,5932000,999272.43
250000,5932000,251000,5933000,999272.353
250000,5933000,251000,5934000,999272.352
250000,5934000,251000,5935000,999272.537
250000,5935000,251000,5936000,999272.25
250000,5936000,251000,5937000,999272.148
250000,5937000,251000,5938000,999272.632
250000,5938000,251000,5939000,999272.389
250000,5939000,251000,5940000,999272.419
250000,5940000,251000,5941000,999272.228
250000,5941000,251000,5942000,999272.457
250000,5942000,251000,5943000,999272.355
250000,5943000,251000,5944000,999272.349
250000,5944000,251000,5945000,999272.186
250000,5945000,251000,5946000,999272.805
250000,5946000,251000,5947000,999272.499
250000,5947000,251000,5948000,999272.288
250000,5948000,251000,5949000,999272.458
251000,5593000,252000,5594000,999283.584
251000,5594000,252000,5595000,999283.446
251000,5595000,252000,5596000,999283.577
251000,5596000,252000,5597000,999283.493
251000,5597000,252000,5598000,999283.508
251000,5598000,252000,5599000,999283.756
251000,5599000,252000,5600000,999283.377
251000,5600000,252000,5601000,999283.638
251000,5601000,252000,5602000,999283.69
251000,5602000,252000,5603000,999283.455
251000,5603000,252000,5604000,999283.39
251000,5604000,252000,5605000,999283.754
251000,5605000,252000,5606000,999283.6
251000,5606000,252000,5607000,999283.316
251000,5607000,252000,5608000,999283.76
251000,5608000,252000,5609000,999283.555
251000,5609000,252000,5610000,999283.581
251000,5610000,252000,5611000,999283.473
251000,5611000,252000,5612000,999283.778
251000,5612000,252000,5613000,999283.435
251000,5613000,252000,5614000,999283.552
251000,5614000,252000,5615000,999283.885
251000,5615000,252000,5616000,999283.665
251000,5616000,252000,5617000,999283.396
251000,5617000,252000,5618000,999283.669
251000,5618000,252000,5619000,999283.609
251000,5619000,252000,5620000,999283.481
251000,5620000,252000,5621000,999283.644
251000,5621000,252000,5622000,999283.724
251000,5622000,252000,5623000,999283.467
251000,5623000,252000,5624000,999283.605
251000,5624000,252000,5625000,999283.673
251000,5625000,252000,5626000,999283.735
251000,5626000,252000,5627000,999283.727
251000,5627000,252000,5628000,999283.616
251000,5628000,252000,5629000,999283.501
251000,5629000,252000,5630000,999283.628
251000,5630000,252000,5631000,999283.701
251000,5631000,252000,5632000,999283.604
251000,5632000,252000,5633000,999283.715
251000,5633000,252000,5634000,999283.821
251000,5634000,252000,5635000,999283.393
251000,5635000,252000,5636000,999283.818
251000,5636000,252000,5637000,999283.742
251000,5637000,252000,5638000,999283.56
251000,5638000,252000,5639000,999283.669
251000,5639000,252000,5640000,999283.738
251000,5640000,252000,5641000,999283.801
251000,5641000,252000,5642000,999283.345
251000,5642000,252000,5643000,999283.839
251000,5643000,252000,5644000,999283.6
251000,5644000,252000,5645000,999283.799
251000,5645000,252000,5646000,999283.43
251000,5646000,252000,5647000,999283.942
251000,5647000,252000,5648000,999283.623
251000,5648000,252000,5649000,999283.823
251000,5649000,252000,5650000,999283.686
251000,5650000,252000,5651000,999283.688
251000,5651000,252000,5652000,999283.846
251000,5652000,252000,5653000,999283.386
251000,5653000,252000,5654000,999283.822
251000,5654000,252000,5655000,999283.872
251000,5655000,252000,5656000,999283.613
251000,5656000,252000,5657000,999283.891
251000,5657000,252000,5658000,999283.565
251000,5658000,252000,5659000,999283.872
251000,5659000,252000,5660000,999283.659
251000,5660000,252000,5661000,999283.796
251000,5661000,252000,5662000,999283.578
